Key;WikidataId;Author;No of co-authors;Title;Subtitle;Normalized genre;Archive;Normalized year;Publisher;Publication place;First edition;Num Pages;Size;Libretto;Premier year;Print edition;No of speakers;No of speakers (female);No of speakers (male);No of speakers (unknown);No of person groups;No of connected components;No of edges;Year written;No of segments;No of acts;No of Words;No of words (speakers);No of words (stage directions);No of paragraphs;No of lines;Filename;Xmlid;Corpus;Date;Notes;Author gender (manual);Author birth;Author death;Characters;Co-authors;Author age (time of writing);Posthumous;Authorid;Publication statement
fre000200;;Marcoureau, Guillaume;0;L'Ombre de Molière;Comédie;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BRECOURT_OMBREDEMOLIERE.xml;1674;;;;;22;False;1674;1674;22;3;8;11;0;2;49;;15;2;8483;7852;65;251;6;brecourt-ombre-de-moliere;fre000200;FreDraCor;1674;;male;1638;1685;"Oronte (Unk); Cleante (Unk); Premiere Ombre (Unk); Deuxieme Ombre (Unk); Caron (M); Le Poète (M); Pluton (M); Radamante (M); Minos (M); Les Ames (Unk); La Précieuse (F); Molière (M); Le Marquis (Unk); Le Cocu (M); Nicole (F); Pourceaugnac (M); Madame Jourdain (F); Premier Medecin (Unk); Second Medecin (Unk); Troisieme Medecin (Unk); Quatrieme Medecin (Unk); Les Medecins (Unk)";;36;False;https://www.wikidata.org/wiki/Q965374;DraCor: https://dracor.org/
fre000201;;Brohan, Augustine;0;Compter sans son Hôte;Comédie.;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BROHAN_COMPTERSANSSONHOTE.xml;1888;;;;;3;False;;1888;3;1;1;1;0;1;3;;10;0;6346;6219;181;199;13;brohan-compter-sans-son-hote;fre000201;FreDraCor;1888;;female;1824;1893;"La Duchesse (Unk); Le Marquis (M); Lucy (F)";;64;False;https://www.wikidata.org/wiki/Q2871684;DraCor: https://dracor.org/
fre000202;;Brohan, Augustine;0;Qui Femme A Guerre A;Comédie.;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BROHAN_QUIFEMMEAGUERREA.xml;1888;;;;;3;False;;1888;3;1;1;1;0;1;3;;6;0;5947;5828;213;171;0;brohan-qui-femme-a-guerre-a;fre000202;FreDraCor;1888;;female;1824;1893;"Le Comte (M); La Comtesse (F); Le Domestique (Unk)";;64;False;https://www.wikidata.org/wiki/Q2871684;DraCor: https://dracor.org/
fre000203;;Brosse, Abraham;0;L'Aveugle Clairvoyant;Comédie;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BROSSE_AVEUGLECLAIRVOYANT.xml;1650;;;;;8;False;;1650;8;4;4;0;0;1;18;;33;5;17512;16466;77;0;1747;brosse-aveugle-clairvoyant;fre000203;FreDraCor;1650;;male;;;"Nérine (F); Olimpe (F); Lidamas (M); Cléanthe (M); Mélice (F); Sylvestre (M); Thélame (M); Lucille (F)";;;;;DraCor: https://dracor.org/
fre000204;;Brosse, Abraham;0;Le Turne de Virgile;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BROSSE_TURNE.xml;1647;;;;;9;False;1647;1647;9;3;6;0;0;1;22;;29;0;15087;14203;2;0;1637;brosse-turne;fre000204;FreDraCor;1647;;male;;;"Latinus (M); Turne (M); Amata (F); Juturne (F); Lavinie (F); Sidon (M); Acate (M); Enée (M); Tyrene (M)";;;;;DraCor: https://dracor.org/
fre000205;;Brueys, David-Augustin;1;L'Avocat Patelin;Comédie en Trois Actes et en Prose.;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BRUEYSPALAPRAT_AVOCATPATELIN.xml;1706;;;;;9;False;1706;1706;9;3;3;3;0;1;29;;26;3;9334;9060;42;500;0;brueys-palaprat-avocat-patelin;fre000205;FreDraCor;1706;;male;1641;1723;"Monsieur Patelin (Unk); Madame Patelin (F); Colette (F); Monsieur Guillaume (M); Valère (M); Agnelet (M); Henriette (F); Monsieur Bartolin (Unk); Le Paysan (Unk)";"Brueys, David-Augustin; Palaprat, Jean";65;False;https://www.wikidata.org/wiki/Q3017432;DraCor: https://dracor.org/
fre000206;;Bruleboeuf-Letournan;0;Racine chez Corneille;Ou la Lecture de Phyché;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BRULEBOEUF_RACINECHEZCORNEILLE.xml;1825;;;;;11;False;1825;1825;11;0;7;4;0;1;42;;14;1;8790;7915;681;7;876;bruleboeuf-racine-chez-corneille;fre000206;FreDraCor;1825;;male;;;"Corneille (Unk); Thomas (Unk); Mademoiselle Corneille (M); Madame Corneille (M); Molière (M); Fontenelle (M); Valère (M); Boileau (Unk); Racine (M); La Fontaine (M); Le Page (Unk)";;;;;DraCor: https://dracor.org/
fre000207;;Cadet de Gassicourt, Charles-Louis;0;Le Souper de Molière;Ou la Soirée d'Auteuil;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CADET-GASSICOURT_SOUPERDEMOLIERE.xml;1795;;;;;13;False;1795;1795;13;1;9;3;0;1;77;;14;0;8876;7819;577;340;359;cadet-gassicourt-souper-de-moliere;fre000207;FreDraCor;1795;;male;1769;1821;"Laforêt (M); Antoine (M); Mignard (M); Lulli (M); Madelon (F); Tous (Unk); Molière (M); Boileau (M); Chapelle (M); La Fontaine (M); Mathurin (M); Le Choeur (Unk); Les Villageois (Unk)";;26;False;;DraCor: https://dracor.org/
fre000208;;Cahusac, Louis;1;Zoroastre;OPÉRA.;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAHUSAC_ZOROASTRE.xml;1756;;;;;23;True;;1756;23;4;5;14;0;3;56;;37;0;8535;6855;1015;0;819;cahusac-zoroastre;fre000208;FreDraCor;1756;;male;1706;1759;"Zopire (M); Abramane (M); Erinice (F); Ensemble (Unk); Le Choeur (Unk); Céphie (F); Amélite (F); Choeur (Unk); Le Choeur des Esprits Cruels (Unk); Zoroastre (M); Oromasès (M); Le Choeur des Demons (Unk); Abramante (Unk); Choeur de Peuples (Unk); Narbanor (Unk); Les Choeurs (Unk); La Vengeance (M); Les Furies (F); La Voix Souteraine (Unk); Tous (Unk); Le Choeur de Peuples (Unk); Le Choeur de Pretres (Unk); Erinie (Unk)";"Cahusac, Louis; Rameau, Jean-Philippe";50;False;https://www.wikidata.org/wiki/Q325083;DraCor: https://dracor.org/
fre000209;;Cailhava d'Estendoux, Jean-François;0;L'Egoïsme;Comédié en Cinq Actes et en Vers.;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAILHAVA_EGOISME.xml;1777;;;;;11;False;1777;1777;11;1;7;3;0;1;38;;54;5;20530;16040;430;3;1845;cailhava-egoisme;fre000209;FreDraCor;1777;;male;;;"Durand (M); Clermon (M); Marton (M); Philémon (M); La Pierre (M); Florimon (Unk); Constance (F); Le Chevalier (M); Madame Florimon (Unk); Polidor (M); Le Notaire (Unk)";;;;;DraCor: https://dracor.org/
fre000210;;Cailleau, André-Charles;0;Les Tragédies de M. de Voltaire;Ou Tancrède Jugée par ses Soeurs;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAILLEAU_TRAGEDIESVOLTAIRE.xml;1760;;;;;16;False;;1760;16;0;15;1;0;1;118;;11;1;8801;8486;7;307;44;cailleau-tragedies-voltaire;fre000210;FreDraCor;1760;;male;1731;1798;"Oedipe (M); Zaïre (M); Alzire (M); Artémire (M); Herode et Mariamne (M); Brutus (M); Eriphile (M); La Mort de César (M); Mahomet (M); Mérope (M); Sémiramis (M); Le Duc de Foix (M); Rome Sauvée (M); L'Orphelin de la Chine (M); Tancrède (M); Toutes les Tragedies (Unk)";;29;False;https://www.wikidata.org/wiki/Q2847019;DraCor: https://dracor.org/
fre000211;;Campan, Henriette;0;Les Deux Educations;Proverbe Moral;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPAN_DEUXEDUCATIONS.xml;1832;;;;;8;False;;1832;8;7;0;1;0;1;19;;8;2;3765;3498;100;123;0;campan-deux-educations;fre000211;FreDraCor;1832;;female;1752;1822;"Madame Leblanc (F); Madame de Furville (F); Betsy (F); Mademoiselle Brillantine Toutor (F); Sophie (F); Mélanie (F); Mere Monique (Unk); Aglaé Fournier (F)";;;True;https://www.wikidata.org/wiki/Q445087;DraCor: https://dracor.org/
fre000212;;Campan, Henriette;0;La Ferme Partagée;;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPAN_FERMEPARTAGEE.xml;1832;;;;;7;False;;1832;7;6;0;1;0;1;10;;6;1;1840;1654;31;51;0;campan-ferme-partagee;fre000212;FreDraCor;1832;;female;1752;1822;"Jeannette (F); Louise (F); Marie (F); Sophie (F); Lucie (F); Suzanne (F); Marguerite (Unk)";;;True;https://www.wikidata.org/wiki/Q445087;DraCor: https://dracor.org/
fre000213;;Campistron, Jean;0;Achille et Polixène;Tragédie en Musique;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_ACHILLE.xml;1687;;;;;33;True;1687;1688;33;8;8;17;0;3;86;;34;6;6997;6326;295;0;880;campistron-achille;fre000213;FreDraCor;1687;;male;1656;1723;"Mercure (M); Melpomène (F); Thalie (F); Terpsicore (F); Melpomeme_terpsicore (Unk); Choeur de Genies (Unk); Le Choeur (Unk); Jupiter (M); Patrocle (M); Achille (M); Diomède (M); Vénus (F); Une des Graces (Unk); Un Plaisir (Unk); Deux Graces et un Plaisir (Unk); Arcas (M); Agamemnon (M); Capitaines Grecs (Unk); Priam (M); Andromaque (F); Polixène (F); Briséis (F); Junon (F); Un Berger (Unk); Un Berger et une Bergere (Unk); Trois Bergers (Unk); Un Troyen (Unk); Une Troyenne (Unk); Deux Troyens (Unk); Une Autre Troyenne (Unk); Achille et Polixene (Unk); Un Grec (Unk); Un Grec et Deux Troyennes (Unk)";;31;False;;DraCor: https://dracor.org/
fre000214;;Campistron, Jean;0;Acis et Galatée;Pastorale Héroïque en Musique;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_ACISGALATHEE.xml;1686;;;;;19;False;1686;1686;19;4;8;7;0;1;47;;28;4;5183;4711;180;0;622;campistron-acis-galathee;fre000214;FreDraCor;1686;;male;1656;1723;"Diane (F); Une Dryade (Unk); Un Sylvain (Unk); Le Choeur (Unk); L'Abondance (M); Comus (M); Apollon (M); Acis (M); Télème (M); Galatée (F); Scylla (F); Tircis (M); Aminte (F); Poliphème (M); Le Pretre (Unk); Neptune (M); Choeur de Divinites (Unk); Une Naïade (Unk); Deux Naïades (Unk)";;30;False;;DraCor: https://dracor.org/
fre000215;;Campistron, Jean;0;Adrien;Tragédie chrétienne, tirée de l'Histoire de l'Église, en cinq actes et en vers.;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_ADRIEN.xml;1683;;;;;7;False;1690;1683;7;2;4;1;0;1;14;;33;5;13657;13102;0;0;1553;campistron-adrien;fre000215;FreDraCor;1683;;male;1656;1723;"Julie (F); Valérie (F); Dioclétien (M); Sebaste (Unk); Sergeste (M); Marcellin (M); Adrien (M)";;27;False;;DraCor: https://dracor.org/
fre000216;;Campistron, Jean;0;Aétius;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_AETIUS.xml;1685;;;;;7;False;1693;1685;7;2;5;0;0;1;10;;22;4;10797;10611;107;0;1226;campistron-aetius;fre000216;FreDraCor;1685;;male;1656;1723;"Eudoxe (F); Flavie (F); Valentinian (M); Aétius (M); Maxime (M); Léon (M); Flavian (M)";;29;False;;DraCor: https://dracor.org/
fre000217;;Campistron, Jean;0;Alcibiade;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_ALCIBIADE.xml;1685;;;;;9;False;1685;1685;9;4;5;0;0;1;16;;31;5;13758;13496;6;0;1533;campistron-alcibiade;fre000217;FreDraCor;1685;;male;1656;1723;"Pharnabaze (M); Memnon (M); Alcibiade (M); Amintas (M); Artaxerce (M); Artémise (F); Barsine (F); Palmis (F); Amestris (F)";;29;False;;DraCor: https://dracor.org/
fre000218;;Campistron, Jean;0;Andronic;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_ANDRONIC.xml;1685;;;;;13;False;1685;1685;13;3;9;1;0;1;19;;45;5;12990;12657;25;0;1469;campistron-andronic;fre000218;FreDraCor;1685;;male;1656;1723;"Marcene (M); Crispe (M); Léon (M); Andronic (M); Marsene (Unk); Léonce (M); Colojean Paleologue (M); Martian (M); Irène (F); Eudoxe (F); Narcée (F); Aspar (M); Gelas (M)";;29;False;;DraCor: https://dracor.org/
fre000219;;Campistron, Jean;0;Arminius;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_ARMINIUSC.xml;1684;;;;;10;False;1684;1685;10;3;7;0;0;1;27;;36;5;14078;13775;17;0;1602;campistron-arminiusc;fre000219;FreDraCor;1684;;male;1656;1723;"Ségeste (M); Sunnon (M); Isménie (F); Varus (M); Barsine (F); Sinorix (M); Arminius (M); Polixène (F); Sigismond (M); Tullus (M)";;28;False;;DraCor: https://dracor.org/
fre000220;;Campistron, Jean;0;Juba, Roi de Mauritanie;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_JUBA.xml;1685;;;;;7;False;;1685;7;2;5;0;0;1;11;;26;5;10271;10101;0;0;1157;campistron-juba;fre000220;FreDraCor;1685;;male;1656;1723;"Théocle (M); Narbal (M); Barcé (F); Mérope (F); Juba (M); Petreius (M); Oppius (M)";;29;False;;DraCor: https://dracor.org/
fre000221;;Campistron, Jean;0;Phocion;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_PHOCION.xml;1688;;;;;9;False;1688;1688;9;3;6;0;0;1;16;;31;5;11127;10880;5;0;1287;campistron-phocion;fre000221;FreDraCor;1688;;male;1656;1723;"Chrisis (F); Licas (M); Dione (F); Agnonide (M); Clitus (M); Alcinous (F); Phocion (M); Cléon (M); Arcas (M)";;32;False;;DraCor: https://dracor.org/
fre000222;;Campistron, Jean;0;Pompeia;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_POMPEIA.xml;1687;;;;;11;False;1687;1688;11;5;4;2;0;1;22;;37;0;13102;11997;14;0;1439;campistron-pompeia;fre000222;FreDraCor;1687;;male;1656;1723;"Philla (F); Pompeia (F); Rufus (Unk); Albin (M); Messala (M); Julie (F); Clodius (M); Felix (F); Plotine (F); Tullus (M); Messalla (Unk)";;31;False;;DraCor: https://dracor.org/
fre000223;;Campistron, Jean;0;Tachmas;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_TACHMAS.xml;1685;;;;;6;False;;1685;6;2;4;0;0;1;6;;7;2;4322;4240;3;0;472;campistron-tachmas;fre000223;FreDraCor;1685;;male;1656;1723;"Négare (F); Phénice (F); Tachmas (M); Lycan (M); Soliman (M); Ismaël (M)";;29;False;;DraCor: https://dracor.org/
fre000224;;Campistron, Jean;0;Virginie;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CAMPISTRON_VIRGINIE.xml;1683;;;;;10;False;1693;1683;10;4;6;0;0;1;21;;31;5;14281;13541;19;0;1634;campistron-virginie;fre000224;FreDraCor;1683;;male;1656;1723;"Clodius (M); Appius (M); Fabian (M); Plautie (F); Virginie (F); Camille (F); Sévère (M); Icile (M); Fulvie (F); Pison (M)";;27;False;;DraCor: https://dracor.org/
fre000225;;Carbon de Flins, Claude;0;Le Mari Directeur ou Le Déménagement du Couvent;Comédie en un Acte, et en vers Libres.;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARBONDEFLINS_MARIDIRECTEUR.xml;1791;;;;;13;False;1791;1791;13;3;5;5;0;1;61;;16;1;5343;5021;100;3;684;carbon-de-flins-mari-directeur;fre000225;FreDraCor;1791;;male;;;"Gabriel (M); L'Abbesse (F); Séraphin (M); Petronille (Unk); Appoline (Unk); La Tourriere (Unk); Eudalie (Unk); Agnès (F); Théotime (M); Nicolas (M); Dorval (Unk); La Fleur (M); Madame Dorval (F)";;;;;DraCor: https://dracor.org/
fre000226;;Carbon de Flins, Claude;0;Le Réveil d'Epiménide à Paris.;Comédie en un Acte, en Vers.;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARBONDEFLINS_REVEILEPIMENIDE.xml;1790;;;;;18;False;1790;1790;18;4;7;7;0;1;108;;20;1;7317;6443;74;0;845;carbon-de-flins-reveil-epimenide;fre000226;FreDraCor;1790;;male;;;"Joséphine (F); Ariste (F); D'Harcourt (M); Epiménide (F); Gorgi (M); Madame Brochure (F); Rature (M); Fatras (M); Dharcourt (Unk); Crisante (M); Nicolas (M); L Abbe (Unk); Cabriole (M); Damon (Unk); Un Tailleur (Unk); Le Tailleur (Unk); Le Procureur (Unk); Le Notaire (Unk)";;;;;DraCor: https://dracor.org/
fre000227;;Carmontelle, Louis Carrogis;0;L'Abbé de Coure-Dîner.;Comédie.;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_ABBEDECOUREDINER.xml;1822;;;;;14;False;;1822;14;3;6;5;0;1;17;;13;1;3232;2957;109;220;0;carmontelle-abbe-de-coure-diner;fre000227;FreDraCor;1822;;male;1717;1806;"L Abbe (Unk); Dame Anne (F); Monsieur de Montfort (M); Champagne (M); Monsieur de Monfort (Unk); Le President (Unk); La France (M); La Marquise (Unk); Julie (F); Beaulieu (M); Monsieur Bournin (M); Flamand (M); Babet (F); Madame Bertrand (F)";;;True;https://www.wikidata.org/wiki/Q982053;DraCor: https://dracor.org/
fre000228;Q63368691;Carmontelle, Louis Carrogis;0;L'Abbé de Plâtre;Comédie en un Acte et en Prose.;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_ABBEDEPLATRE.xml;1779;;;;;9;False;1779;1781;9;1;7;1;0;1;23;;18;1;6687;6331;148;414;8;carmontelle-abbe-de-platre;fre000228;FreDraCor;1779;;male;1717;1806;"Monsieur de Saint-Ival (M); Labrie (M); Monsieur de Leurmont (M); Laurent (M); Mademoiselle Agathe (F); Monsieur l'Echalas (M); Monsieur de Saint-Ival Père (M); Un Archer (Unk); Le Commissaire (M)";;62;False;https://www.wikidata.org/wiki/Q982053;DraCor: https://dracor.org/
fre000229;;Carmontelle, Louis Carrogis;0;A Bon Chat Bon Rat;Comédie.;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_ABONCHATBONRAT.xml;1768;;;;;15;False;1768;1771;15;4;5;6;0;1;56;;20;1;6212;5959;141;271;0;carmontelle-a-bon-chat-bon-rat;fre000229;FreDraCor;1768;;male;1717;1806;"Gilles (M); La Plume (Unk); Madame Savon (F); Suzette (F); Madame Laiguille (F); Theriaque (Unk); Le Savoyard (Unk); Monsieur la Plume (M); Monsieur Foulon (M); Madame Foulon (M); Un Garçon (Unk); Madame Rognon (F); Foulonet (M); Gllles (Unk); Le Notaire (Unk)";;51;False;https://www.wikidata.org/wiki/Q982053;DraCor: https://dracor.org/
fre000230;;Carmontelle, Louis Carrogis;0;Alménorade;Tragédie.;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_ALMENORADE.xml;1768;;;;;6;False;1768;1771;6;2;4;0;0;1;9;;5;1;1456;1345;28;12;137;carmontelle-almenorade;fre000230;FreDraCor;1768;;male;1717;1806;"Le Sultan (M); Hassan (M); Le Souffleur (M); Alménorade (F); Elmire (F); Orcanor (M)";;51;False;https://www.wikidata.org/wiki/Q982053;DraCor: https://dracor.org/
fre000231;;Carmontelle, Louis Carrogis;0;L'Après-Dinée;Sixième Proverbe.;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_APRESDINEE.xml;1771;;;;;6;False;;1771;6;2;1;3;0;1;10;;7;1;2237;2099;39;121;0;carmontelle-apres-dinee;fre000231;FreDraCor;1771;;male;1717;1806;"Madame de Vernant (F); Rosalie (F); Monsieur de Vernant (M); Le Laquais (Unk); L Abbe (Unk); Le Chevalier (Unk)";;54;False;https://www.wikidata.org/wiki/Q982053;DraCor: https://dracor.org/
fre000232;;Carmontelle, Louis Carrogis;0;A Trompeur, Trompeur et Demi;Ou la Veuve Avare;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_ATROMPEURTROMPEURETDEMI.xml;1768;;;;;4;False;1768;1768;4;1;1;2;0;1;6;;6;1;2873;2750;64;158;0;carmontelle-a-trompeur-trompeur-et-demi;fre000232;FreDraCor;1768;;male;1717;1806;"Monsieur du Bouloir (Unk); Lapierre (M); Le Chevalier (Unk); Madame de Rupert (F)";;51;False;https://www.wikidata.org/wiki/Q982053;DraCor: https://dracor.org/
fre000233;;Carmontelle, Louis Carrogis;0;L'Auteur Avantageux.;Comédie.;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_AUTEURAVANTAGEUX.xml;1768;;;;;3;False;1768;1768;3;0;3;0;0;1;3;;2;1;1763;1685;7;86;0;carmontelle-auteur-avantageux;fre000233;FreDraCor;1768;;male;1717;1806;"Le Chevalier (M); L'Abbé (M); Le Comédien (M)";;51;False;https://www.wikidata.org/wiki/Q982053;DraCor: https://dracor.org/
fre000234;;Carmontelle, Louis Carrogis;0;L'Avocat Chansonnier.;Comédie.;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_AVOCATCHANSONNIER.xml;1822;;;;;4;False;;1822;4;1;3;0;0;1;4;;7;1;3172;3039;97;187;64;carmontelle-avocat-chansonnier;fre000234;FreDraCor;1822;;male;1717;1806;"Monsieur de la Barre (M); La Pierre (M); Monsieur de la Motte (M); Madame Poursuit (F)";;;True;https://www.wikidata.org/wiki/Q982053;DraCor: https://dracor.org/
fre000235;;Carmontelle, Louis Carrogis;0;L'Avocat Consultant.;Comédie.;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_AVOCATCONSULTANT.xml;1768;;;;;4;False;1768;1771;4;0;3;1;0;1;4;;3;1;1103;1000;25;69;0;carmontelle-avocat-consultant;fre000235;FreDraCor;1768;;male;1717;1806;"Monsieur de Cachant (M); Monsieur de Saint-Hilaire (M); Benoît (M); Monsieur Galand (Unk)";;51;False;https://www.wikidata.org/wiki/Q982053;DraCor: https://dracor.org/
fre000236;;Carmontelle, Louis Carrogis;0;Le Bal;Comédie.;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_BAL.xml;1822;;;;;5;False;;1822;5;2;2;1;0;1;6;;9;1;2711;2530;61;163;0;carmontelle-bal;fre000236;FreDraCor;1822;;male;1717;1806;"Madame de Clervaut (F); Le Chevalier (Unk); Monsieur de Saint-Val (M); Monsieur de Clervaut (M); Madame d'Orville (F)";;;True;https://www.wikidata.org/wiki/Q982053;DraCor: https://dracor.org/
fre000237;;Carmontelle, Louis Carrogis;0;Les Bons;Comédie.;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_BONS.xml;1768;;;;;10;False;;1768;10;1;7;2;0;1;16;;10;1;2504;2328;33;179;0;carmontelle-bons;fre000237;FreDraCor;1768;;male;1717;1806;"Monsieur Degrantier (M); Monsieur Dupont (M); Delisle (Unk); L Abbe (Unk); Monsieur Després (M); Madame Devillemare (F); Monsieur Demérin (M); Dubois (M); Lafond (M); Monsieur Hochepot (M)";;51;False;https://www.wikidata.org/wiki/Q982053;DraCor: https://dracor.org/
fre000238;;Carmontelle, Louis Carrogis;0;Le Boudoir.;Comédie.;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_BOUDOIR.xml;1768;;;;;5;False;1768;1768;5;2;2;1;0;1;10;;5;1;2636;2510;50;154;2;carmontelle-boudoir;fre000238;FreDraCor;1768;;male;1717;1806;"Monsieur de Bourval (M); Monsieur d'Orsant (M); Sophie (F); Le Chevalier (Unk); Mademoiselle de Saint-Edme (F)";;51;False;https://www.wikidata.org/wiki/Q982053;DraCor: https://dracor.org/
fre000239;;Carmontelle, Louis Carrogis;0;Le Café Borgne;Proverbe Dramatique.;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CARMONTELLE_CAFEBORGNE.xml;1770;;;;;5;False;;1770;5;1;4;0;0;1;10;;3;1;3269;3112;365;118;0;carmontelle-cafe-borgne;fre000239;FreDraCor;1770;;male;1717;1806;"Monsieur Trépanillac (M); Monsieur Frac (M); Trotin (M); Madame Lavade (F); Monsieur Tressant (M)";;53;False;https://www.wikidata.org/wiki/Q982053;DraCor: https://dracor.org/
